CustomerID,Name,Gender,Age,Country,JoinDate,Salary
166,Customer_166,Female,24,India,2023-07-18,32255.47
452,Customer_452,Male,58,USA,2022-05-13,31958.88
546,Customer_546,Female,48,India,2022-09-21,41492.08
38,Customer_38,Male,42,India,2023-07-22,45119.67
381,Customer_381,Female,30,Germany,2023-12-31,82857.22
336,Customer_336,Female,42,USA,2022-05-07,30274.57
18,Customer_18,Male,21,Germany,2023-11-17,75242.5
384,Customer_384,Female,38,USA,2024-04-07,55398.22
61,Customer_61,Female,35,India,2022-10-21,64996.66
579,Customer_579,Male,50,Germany,2023-08-09,26923.87
585,Customer_585,Female,23,Germany,2023-04-05,62001.35
600,Customer_600,Female,24,India,2024-06-17,46301.86
597,Customer_597,Male,42,USA,2023-03-30,42692.57
112,Customer_112,Female,43,Germany,2022-08-27,75405.28
30,Customer_30,Female,50,India,2022-09-23,89027.32
393,Customer_393,Female,44,India,2023-03-23,65389.98
351,Customer_351,Male,48,India,2023-03-12,66720.46
108,Customer_108,Male,44,India,2023-04-18,57146.32
330,Customer_330,Male,48,Germany,2023-02-04,54713.24
449,Customer_449,Male,23,Germany,2024-01-13,48145.0
319,Customer_319,Female,44,USA,2023-03-02,48587.63
522,Customer_522,Female,57,India,2023-03-27,63479.56
379,Customer_379,Female,43,India,2022-10-15,60625.77
93,Customer_93,Male,44,USA,2023-12-12,44000.41
478,Customer_478,Female,45,India,2022-06-10,76289.04
104,Customer_104,Male,54,USA,2022-08-19,39897.92
225,Customer_225,Female,53,Germany,2022-01-17,32840.19
538,Customer_538,Male,44,India,2022-04-11,49406.03
410,Customer_410,Male,23,India,2022-07-06,52571.96
389,Customer_389,Female,29,USA,2023-09-06,48776.35
198,Customer_198,Male,62,USA,2022-05-31,20174.06
81,Customer_81,Female,69,Germany,2024-05-21,63386.75
580,Customer_580,Male,36,USA,2023-12-15,34471.19
446,Customer_446,Female,44,USA,2022-06-20,69132.24
428,Customer_428,Female,19,India,2023-08-14,45739.66
573,Customer_573,Male,32,India,2024-01-02,57796.88
120,Customer_120,Male,64,USA,2022-11-04,40589.99
4,Customer_4,Female,33,USA,2023-07-19,69496.46
481,Customer_481,Female,18,India,2023-12-16,46792.51
10,Customer_10,Female,32,India,2023-10-04,83987.25
275,Customer_275,Male,22,India,2024-01-29,50754.9
312,Customer_312,Female,64,USA,2023-01-09,39648.38
564,Customer_564,Female,46,Germany,2022-09-03,67004.74
587,Customer_587,Female,41,India,2022-07-13,71874.96
219,Customer_219,Female,28,Germany,2023-02-13,51158.48
196,Customer_196,Female,23,USA,2022-10-15,46875.87
338,Customer_338,Female,26,Germany,2023-07-30,89027.32
458,Customer_458,Male,61,USA,2022-02-07,61716.74
246,Customer_246,Male,68,Germany,2024-05-21,47139.47
505,Customer_505,Female,39,USA,2023-09-07,29680.68
525,Customer_525,Female,34,India,2024-06-11,57805.41
41,Customer_41,Male,43,USA,2022-07-10,55685.1
6,Customer_6,Female,28,USA,2024-06-16,34982.01
284,Customer_284,Male,44,Germany,2023-02-18,32899.77
263,Customer_263,Male,65,USA,2022-12-04,77217.78
39,Customer_39,Male,63,India,2023-03-28,59738.21
448,Customer_448,Male,34,India,2022-05-07,44625.29
355,Customer_355,Male,64,Germany,2023-07-21,56029.89
188,Customer_188,Female,66,Unknown,2023-11-23,51582.19
125,Customer_125,Female,33,Germany,2022-07-23,89027.32
40,Customer_40,Unknown,67,Germany,2022-08-31,55899.19
173,Customer_173,Female,43,USA,2023-12-17,41965.03
440,Customer_440,Male,66,Germany,2022-06-15,89027.32
340,Customer_340,Unknown,24,USA,2023-02-22,89027.32
494,Customer_494,Female,69,USA,2023-07-16,63509.64
386,Customer_386,Female,62,India,2024-02-06,51611.7
445,Customer_445,Female,38,USA,2023-08-26,52707.35
511,Customer_511,Male,55,USA,2022-11-04,42104.36
424,Customer_424,Female,47,India,2022-03-01,37219.64
32,Customer_32,Female,69,USA,2023-02-27,67243.24
243,Customer_243,Female,63,India,2022-10-03,34341.27
96,Customer_96,Female,44,USA,2024-06-09,48938.02
248,Customer_248,Female,69,Germany,2024-06-16,52542.11
208,Customer_208,Female,24,USA,2023-12-08,31683.24
460,Customer_460,Female,47,Germany,2024-01-09,35670.7
202,Customer_202,Female,53,India,2023-05-26,52707.35
75,Customer_75,Female,44,Germany,2023-07-13,55168.51
404,Customer_404,Female,24,USA,2023-02-08,41538.48
591,Customer_591,Female,60,USA,2023-11-21,51860.58
62,Customer_62,Female,53,USA,2023-06-07,52707.35
286,Customer_286,Male,69,USA,2022-03-26,46895.35
576,Customer_576,Female,44,India,2022-08-22,89027.32
77,Customer_77,Female,40,India,2022-01-14,56528.2
268,Customer_268,Female,20,Germany,2024-02-24,42724.97
454,Customer_454,Female,28,India,2023-05-01,52629.02
559,Customer_559,Female,44,USA,2023-04-28,55285.22
69,Customer_69,Female,34,India,2022-05-17,24234.35
558,Customer_558,Female,50,USA,2022-12-25,63710.25
502,Customer_502,Female,32,India,2023-07-25,42890.14
5,Customer_5,Female,47,Germany,2024-03-02,58405.31
431,Customer_431,Female,53,USA,2024-04-14,42300.32
461,Customer_461,Female,44,USA,2023-10-16,47350.34
362,Customer_362,Female,43,USA,2024-04-02,49563.0
568,Customer_568,Male,58,Germany,2022-12-03,63152.53
20,Customer_20,Male,31,Germany,2024-05-04,48268.52
359,Customer_359,Male,53,India,2022-10-23,59727.98
346,Customer_346,Female,50,Germany,2023-09-02,65446.62
118,Customer_118,Female,64,India,2023-12-17,76057.33
242,Customer_242,Unknown,30,India,2022-08-30,49241.48
489,Customer_489,Female,46,USA,2023-05-08,64228.53
58,Customer_58,Female,68,India,2022-12-15,38556.99
181,Customer_181,Male,45,USA,2024-01-20,50683.81
403,Customer_403,Female,45,USA,2022-06-09,43604.61
43,Customer_43,Unknown,62,USA,2022-06-08,61229.64
215,Customer_215,Female,20,USA,2023-05-04,49190.68
387,Customer_387,Male,60,Germany,2022-08-21,73483.16
134,Customer_134,Male,37,India,2022-01-30,78081.84
269,Customer_269,Female,33,India,2022-12-26,44224.31
517,Customer_517,Female,64,USA,2022-02-14,52115.75
162,Customer_162,Female,44,India,2022-08-16,52707.35
371,Customer_371,Female,21,Germany,2023-08-15,59540.42
560,Customer_560,Female,44,USA,2024-05-25,76983.05
193,Customer_193,Female,29,India,2022-04-26,51485.41
380,Customer_380,Male,21,USA,2024-04-13,52707.35
547,Customer_547,Female,66,India,2024-02-01,55038.48
278,Customer_278,Male,29,India,2024-01-27,52601.13
294,Customer_294,Male,39,India,2023-09-11,51263.08
586,Customer_586,Male,29,India,2023-08-01,79200.12
426,Customer_426,Male,41,India,2023-12-19,34953.58
305,Customer_305,Female,50,Germany,2022-07-18,57461.03
105,Customer_105,Unknown,67,USA,2022-04-09,38634.56
335,Customer_335,Male,41,India,2022-12-08,34852.6
190,Customer_190,Female,62,Germany,2022-05-10,57087.94
140,Customer_140,Female,44,Germany,2022-06-18,42563.6
158,Customer_158,Male,66,USA,2022-08-23,50151.69
17,Customer_17,Male,46,Germany,2023-08-18,57864.46
593,Customer_593,Male,61,Germany,2024-01-09,65019.0
262,Customer_262,Male,50,Germany,2023-06-23,89027.32
122,Customer_122,Female,55,India,2023-02-24,44509.23
103,Customer_103,Female,65,India,2022-01-31,54972.09
53,Customer_53,Male,50,India,2022-02-03,50718.14
443,Customer_443,Female,56,Germany,2023-03-18,54711.14
147,Customer_147,Female,67,USA,2023-05-27,76942.0
353,Customer_353,Female,22,India,2023-06-21,42310.62
513,Customer_513,Unknown,41,USA,2023-10-26,49398.46
496,Customer_496,Male,38,USA,2022-12-22,44730.31
592,Customer_592,Female,66,USA,2023-06-20,40486.85
129,Customer_129,Female,23,India,2024-03-07,32857.7
290,Customer_290,Male,20,India,2022-02-09,65835.45
459,Customer_459,Female,44,Germany,2022-07-13,33224.35
423,Customer_423,Female,22,USA,2023-09-01,82149.13
345,Customer_345,Female,43,USA,2024-04-14,52037.52
342,Customer_342,Female,65,USA,2024-03-24,38032.05
369,Customer_369,Female,58,India,2023-10-10,44097.79
256,Customer_256,Female,19,Germany,2022-05-17,52707.35
383,Customer_383,Female,31,USA,2024-03-02,52707.35
396,Customer_396,Female,44,USA,2022-04-28,52707.35
143,Customer_143,Female,33,USA,2023-04-22,56112.62
485,Customer_485,Female,23,USA,2022-02-26,51882.49
7,Customer_7,Unknown,32,Germany,2023-09-11,59705.72
447,Customer_447,Female,56,India,2022-09-29,51973.7
12,Customer_12,Male,35,Germany,2022-09-02,42149.11
542,Customer_542,Female,65,Germany,2023-07-09,33105.74
487,Customer_487,Male,48,India,2024-03-19,47216.64
238,Customer_238,Female,64,India,2023-06-01,57420.1
234,Customer_234,Male,23,India,2023-05-24,39793.33
363,Customer_363,Female,20,India,2022-08-02,55482.93
348,Customer_348,Female,64,Germany,2024-05-17,61320.76
500,Customer_500,Female,33,Germany,2023-04-29,53856.24
307,Customer_307,Female,66,India,2024-03-15,81553.78
59,Customer_59,Male,47,India,2023-07-11,41418.43
539,Customer_539,Male,53,USA,2023-08-21,63202.48
233,Customer_233,Female,24,Germany,2022-11-12,50375.71
574,Customer_574,Female,59,Germany,2024-05-10,52878.74
598,Customer_598,Female,32,India,2024-02-04,35321.54
187,Customer_187,Male,41,Germany,2024-05-17,39514.42
204,Customer_204,Female,44,USA,2024-06-03,34168.45
372,Customer_372,Female,44,Germany,2023-02-17,87368.41
302,Customer_302,Male,32,India,2023-05-09,53112.41
3,Customer_3,Female,38,Germany,2022-04-19,37215.81
397,Customer_397,Female,44,India,2022-10-02,52677.57
510,Customer_510,Female,60,USA,2022-03-04,52707.35
47,Customer_47,Female,55,Germany,2024-02-26,56817.96
226,Customer_226,Male,44,USA,2022-01-09,51216.83
19,Customer_19,Male,39,USA,2023-03-15,49036.24
169,Customer_169,Female,55,Germany,2024-02-06,42623.17
395,Customer_395,Female,59,India,2022-07-25,35043.57
401,Customer_401,Male,56,India,2023-11-10,69548.15
439,Customer_439,Female,55,USA,2023-05-29,43027.72
429,Customer_429,Female,68,USA,2023-09-07,34714.6
456,Customer_456,Male,49,Germany,2023-02-06,39957.44
292,Customer_292,Female,37,Germany,2023-04-21,57134.42
94,Customer_94,Female,42,USA,2022-02-21,49457.26
214,Customer_214,Male,31,India,2023-11-19,63627.58
259,Customer_259,Female,53,USA,2023-02-08,46022.62
427,Customer_427,Male,64,India,2024-03-11,58915.16
107,Customer_107,Male,63,Germany,2022-04-26,71232.73
116,Customer_116,Female,31,USA,2022-08-03,72519.59
377,Customer_377,Male,25,India,2023-06-06,50103.75
453,Customer_453,Male,25,Germany,2022-09-30,51573.13
540,Customer_540,Female,42,India,2022-08-14,55979.46
37,Customer_37,Female,21,USA,2023-06-19,38863.91
356,Customer_356,Female,46,Germany,2022-01-31,55586.13
205,Customer_205,Unknown,44,India,2024-03-19,75710.59
245,Customer_245,Female,40,Germany,2024-05-09,39324.65
222,Customer_222,Male,36,USA,2024-03-30,77682.16
247,Customer_247,Male,40,Unknown,2024-06-11,36031.61
365,Customer_365,Male,31,Unknown,2023-07-21,59040.05
473,Customer_473,Male,64,India,2023-07-14,62260.88
250,Customer_250,Male,64,India,2024-03-26,67708.64
123,Customer_123,Female,30,Germany,2023-11-03,65950.01
527,Customer_527,Female,26,India,2022-05-07,50596.65
165,Customer_165,Male,39,USA,2022-05-12,59033.09
529,Customer_529,Female,69,India,2023-01-27,37970.1
532,Customer_532,Unknown,59,USA,2023-10-05,50246.66
240,Customer_240,Female,45,India,2024-01-05,48187.67
441,Customer_441,Female,26,USA,2022-12-11,47076.87
361,Customer_361,Female,21,USA,2023-12-04,35334.54
296,Customer_296,Female,26,USA,2022-01-05,44474.02
523,Customer_523,Male,47,India,2022-05-11,33671.37
71,Customer_71,Male,60,India,2024-06-16,44514.61
519,Customer_519,Female,24,India,2022-05-21,54837.71
99,Customer_99,Female,39,India,2024-01-01,80661.05
571,Customer_571,Female,68,India,2022-12-31,58179.34
569,Customer_569,Female,32,India,2023-12-29,60980.11
31,Customer_31,Female,64,India,2022-05-21,61762.53
506,Customer_506,Female,54,Germany,2022-01-11,49219.32
128,Customer_128,Female,46,USA,2022-03-01,79571.86
2,Customer_2,Male,44,India,2024-02-14,64441.08
374,Customer_374,Male,44,India,2024-05-30,64843.47
28,Customer_28,Female,68,Germany,2024-05-05,41916.79
90,Customer_90,Female,69,India,2023-06-22,40655.0
309,Customer_309,Male,56,USA,2023-12-29,49070.17
74,Customer_74,Male,42,India,2022-06-25,41990.31
475,Customer_475,Female,47,USA,2024-06-09,59777.52
172,Customer_172,Male,68,Germany,2022-04-21,44477.67
378,Customer_378,Male,31,India,2022-10-16,65382.17
434,Customer_434,Male,45,Unknown,2023-12-12,70662.85
550,Customer_550,Female,33,Germany,2022-07-16,59041.27
92,Customer_92,Female,44,USA,2022-02-05,56973.98
366,Customer_366,Female,20,India,2022-09-19,48146.38
534,Customer_534,Male,51,India,2023-09-20,54847.7
126,Customer_126,Female,25,Germany,2023-06-27,71846.28
599,Customer_599,Male,46,USA,2022-09-05,79763.51
316,Customer_316,Female,57,India,2023-09-20,78522.87
13,Customer_13,Female,41,USA,2022-01-14,46339.33
408,Customer_408,Unknown,57,Germany,2022-10-21,43967.09
411,Customer_411,Female,46,USA,2022-09-15,49319.95
239,Customer_239,Female,23,India,2022-02-20,68733.87
497,Customer_497,Female,47,India,2023-08-12,54268.8
480,Customer_480,Male,55,Germany,2024-05-27,47170.7
484,Customer_484,Male,25,India,2022-04-07,52551.44
144,Customer_144,Male,24,Germany,2023-09-08,52707.35
364,Customer_364,Female,66,India,2022-02-06,65601.98
15,Customer_15,Male,41,Germany,2023-07-17,29538.15
582,Customer_582,Female,38,USA,2024-01-20,17308.45
508,Customer_508,Male,21,Germany,2023-07-01,33896.67
209,Customer_209,Unknown,26,Germany,2023-03-26,60300.95
132,Customer_132,Male,30,USA,2022-11-09,75788.92
175,Customer_175,Female,37,India,2023-08-22,52774.77
463,Customer_463,Female,59,USA,2023-01-20,45109.03
192,Customer_192,Male,56,India,2023-02-18,49306.92
271,Customer_271,Female,36,Germany,2023-10-08,36861.31
375,Customer_375,Male,35,USA,2022-06-05,56695.66
124,Customer_124,Female,32,India,2024-03-09,63897.13
139,Customer_139,Female,62,India,2023-09-09,47907.38
52,Customer_52,Male,55,India,2022-10-27,44222.87
221,Customer_221,Female,36,Germany,2022-06-01,65566.73
113,Customer_113,Male,35,USA,2024-01-02,52707.35
266,Customer_266,Male,21,Germany,2023-06-06,56828.82
407,Customer_407,Female,47,Germany,2022-09-23,74679.36
273,Customer_273,Female,20,USA,2024-03-25,67116.41
343,Customer_343,Female,58,Germany,2023-06-25,35318.37
257,Customer_257,Female,37,India,2022-05-26,56821.63
183,Customer_183,Female,37,USA,2023-03-02,82043.27
106,Customer_106,Male,42,India,2022-04-05,52707.35
301,Customer_301,Female,57,USA,2022-08-13,60255.03
135,Customer_135,Female,55,Germany,2024-01-02,52707.35
437,Customer_437,Male,57,India,2022-04-16,54743.42
241,Customer_241,Female,53,USA,2023-10-26,46577.62
231,Customer_231,Female,57,India,2022-03-12,52707.35
154,Customer_154,Male,61,USA,2023-01-27,52707.35
327,Customer_327,Female,64,USA,2023-11-14,47899.49
476,Customer_476,Male,63,India,2022-12-15,46909.27
418,Customer_418,Female,61,Germany,2023-02-14,33796.46
295,Customer_295,Male,54,USA,2022-08-02,44819.24
151,Customer_151,Female,63,India,2022-12-06,82680.63
501,Customer_501,Male,55,USA,2024-01-23,31393.42
164,Customer_164,Male,67,USA,2023-07-27,45795.44
168,Customer_168,Female,53,Germany,2022-10-11,40969.49
376,Customer_376,Female,37,USA,2022-10-03,36310.78
207,Customer_207,Female,32,India,2022-09-02,52707.35
189,Customer_189,Male,45,USA,2023-08-05,37108.33
524,Customer_524,Female,46,India,2024-05-29,65403.69
325,Customer_325,Female,44,USA,2022-10-28,46746.55
146,Customer_146,Female,38,USA,2023-02-02,84885.65
409,Customer_409,Female,57,USA,2022-04-14,52564.69
227,Customer_227,Male,41,USA,2023-06-05,39423.36
217,Customer_217,Female,58,USA,2023-12-08,42764.63
512,Customer_512,Male,55,India,2024-06-11,52707.35
203,Customer_203,Female,39,USA,2024-02-29,40938.79
299,Customer_299,Female,23,USA,2022-04-25,64977.7
552,Customer_552,Male,63,India,2024-04-27,52707.35
474,Customer_474,Female,55,Germany,2022-06-29,62180.14
554,Customer_554,Female,33,Unknown,2022-07-05,76977.15
499,Customer_499,Male,59,India,2022-04-30,80388.02
176,Customer_176,Female,39,USA,2022-06-05,30696.15
556,Customer_556,Male,63,Germany,2022-03-02,71605.62
95,Customer_95,Male,46,USA,2023-02-04,67337.87
230,Customer_230,Male,27,USA,2024-05-31,49320.88
415,Customer_415,Female,69,Germany,2022-10-20,67498.37
281,Customer_281,Unknown,66,India,2023-11-21,59676.39
435,Customer_435,Male,58,India,2023-10-14,86390.62
229,Customer_229,Female,64,India,2024-02-20,48172.26
101,Customer_101,Male,54,USA,2023-06-05,79492.52
291,Customer_291,Female,65,Germany,2023-06-10,61973.08
551,Customer_551,Female,56,India,2023-01-26,77304.53
367,Customer_367,Female,56,USA,2023-04-10,49865.88
54,Customer_54,Female,22,Germany,2023-09-16,89027.32
228,Customer_228,Female,33,USA,2023-11-15,43075.6
392,Customer_392,Female,37,India,2023-01-20,68113.47
596,Customer_596,Male,58,USA,2022-07-17,81288.01
155,Customer_155,Female,42,India,2022-12-22,52707.35
252,Customer_252,Male,20,India,2023-10-07,52707.35
276,Customer_276,Female,39,India,2022-03-28,36092.52
482,Customer_482,Female,68,USA,2024-05-21,27964.03
159,Customer_159,Male,62,USA,2023-10-30,43488.08
272,Customer_272,Female,30,India,2022-05-07,54954.93
45,Customer_45,Male,32,India,2022-11-16,40387.54
114,Customer_114,Female,47,India,2022-11-06,52707.35
565,Customer_565,Male,50,USA,2022-01-20,51809.43
212,Customer_212,Male,48,USA,2023-09-05,47488.06
109,Customer_109,Male,31,India,2023-04-17,61337.92
321,Customer_321,Female,57,Germany,2023-09-19,48975.61
170,Customer_170,Female,50,USA,2023-03-18,70862.93
80,Customer_80,Female,60,India,2023-03-02,69833.1
51,Customer_51,Female,67,India,2023-02-07,64820.71
85,Customer_85,Male,52,India,2022-04-14,57384.31
9,Customer_9,Female,38,India,2022-10-14,67802.88
33,Customer_33,Female,44,Germany,2022-03-18,84087.67
100,Customer_100,Female,27,Germany,2022-10-20,76036.84
110,Customer_110,Female,30,USA,2024-06-13,49960.82
137,Customer_137,Female,36,Germany,2022-11-01,58127.61
331,Customer_331,Female,63,USA,2022-08-05,43679.46
223,Customer_223,Male,55,USA,2024-05-08,55808.82
29,Customer_29,Male,41,India,2023-04-05,17308.45
288,Customer_288,Female,45,USA,2023-12-29,81233.54
531,Customer_531,Female,66,USA,2022-07-15,64271.14
157,Customer_157,Female,44,USA,2022-03-08,54920.25
544,Customer_544,Male,51,India,2022-09-26,54049.57
555,Customer_555,Male,69,Unknown,2022-09-20,47595.52
311,Customer_311,Female,22,India,2024-04-24,54074.79
49,Customer_49,Female,51,India,2022-09-23,63885.81
84,Customer_84,Female,68,India,2022-01-10,43306.54
518,Customer_518,Female,34,India,2023-03-13,66074.51
34,Customer_34,Female,47,USA,2023-03-05,52441.76
438,Customer_438,Female,44,India,2024-02-16,28126.2
36,Customer_36,Female,50,USA,2023-01-07,22785.22
332,Customer_332,Female,31,Germany,2023-02-27,41137.91
64,Customer_64,Male,27,USA,2022-03-08,31680.56
414,Customer_414,Female,69,Germany,2024-02-05,58034.93
385,Customer_385,Male,44,India,2024-05-23,64059.97
548,Customer_548,Male,61,India,2023-12-13,52762.83
323,Customer_323,Female,50,India,2024-03-30,66048.57
373,Customer_373,Male,34,India,2024-02-09,52707.35
541,Customer_541,Female,69,India,2024-06-09,49322.57
235,Customer_235,Male,32,Germany,2023-01-02,59931.09
413,Customer_413,Female,58,USA,2022-10-14,41984.19
553,Customer_553,Male,64,India,2022-03-30,24501.83
344,Customer_344,Female,23,India,2024-06-15,60600.43
46,Customer_46,Male,43,USA,2023-12-26,35181.6
425,Customer_425,Female,34,USA,2022-02-06,49660.99
304,Customer_304,Female,45,India,2023-05-17,39934.1
545,Customer_545,Male,19,Germany,2023-06-27,58605.62
178,Customer_178,Male,44,India,2022-07-16,18898.44
220,Customer_220,Male,63,India,2022-07-28,54508.4
537,Customer_537,Male,34,India,2023-05-10,38265.84
297,Customer_297,Male,44,India,2022-11-10,63794.35
22,Customer_22,Female,55,USA,2022-06-18,60357.93
249,Customer_249,Male,48,USA,2024-01-03,60946.91
421,Customer_421,Female,54,India,2023-06-13,55518.67
326,Customer_326,Female,40,USA,2022-11-20,52827.04
310,Customer_310,Male,45,USA,2023-06-22,39529.46
200,Customer_200,Female,37,Unknown,2024-02-10,63048.95
451,Customer_451,Male,46,Unknown,2024-02-09,59761.63
138,Customer_138,Male,69,Unknown,2022-03-05,51459.76
25,Customer_25,Male,59,India,2022-01-12,61763.9
400,Customer_400,Male,47,USA,2024-06-15,60051.38
444,Customer_444,Female,31,USA,2022-09-07,75716.09
185,Customer_185,Female,21,Germany,2022-03-14,59082.39
206,Customer_206,Female,33,Germany,2022-09-03,29980.83
300,Customer_300,Male,39,Germany,2023-04-06,17308.45
117,Customer_117,Female,44,Germany,2023-10-28,52129.94
213,Customer_213,Female,69,India,2023-08-24,68721.81
595,Customer_595,Female,33,Germany,2022-05-08,52241.65
567,Customer_567,Female,35,India,2022-11-15,45066.39
468,Customer_468,Female,19,Germany,2024-03-31,67150.14
492,Customer_492,Male,24,Germany,2023-03-12,45701.0
232,Customer_232,Female,47,India,2022-09-18,35888.92
406,Customer_406,Male,41,Germany,2022-12-14,59511.59
218,Customer_218,Male,49,India,2023-02-01,59201.22
57,Customer_57,Male,31,Germany,2023-05-28,48170.98
318,Customer_318,Female,24,India,2024-03-11,83698.8
184,Customer_184,Female,34,Germany,2022-11-11,80415.02
530,Customer_530,Male,44,USA,2022-02-18,73430.9
528,Customer_528,Male,35,USA,2022-07-01,44461.47
341,Customer_341,Female,34,India,2024-01-30,46186.79
98,Customer_98,Female,20,India,2023-09-14,34031.54
115,Customer_115,Unknown,50,USA,2023-12-27,30026.33
398,Customer_398,Female,35,India,2023-06-07,57689.45
486,Customer_486,Female,49,India,2024-05-29,60801.16
279,Customer_279,Male,44,Germany,2022-11-01,45786.02
433,Customer_433,Male,36,USA,2023-03-26,51668.17
21,Customer_21,Female,50,Germany,2023-12-02,33608.5
171,Customer_171,Male,67,India,2024-01-31,60400.58
402,Customer_402,Female,18,India,2023-03-02,17513.0
390,Customer_390,Male,67,USA,2022-08-21,57104.86
570,Customer_570,Male,32,India,2024-05-28,74967.88
55,Customer_55,Female,51,Germany,2023-02-17,48171.37
177,Customer_177,Male,20,India,2024-01-10,37518.01
488,Customer_488,Male,32,India,2022-06-02,68750.0
328,Customer_328,Female,51,India,2023-11-25,70634.7
195,Customer_195,Female,27,USA,2024-04-05,64482.54
199,Customer_199,Male,46,India,2023-01-29,32065.32
471,Customer_471,Male,52,India,2023-03-15,57033.89
521,Customer_521,Male,23,Germany,2024-02-23,62116.95
267,Customer_267,Male,53,USA,2024-04-08,40963.79
493,Customer_493,Female,56,Germany,2022-12-21,37755.32
131,Customer_131,Female,20,Germany,2022-08-08,51344.98
339,Customer_339,Female,64,India,2022-11-30,57871.6
526,Customer_526,Female,35,India,2024-02-19,52707.35
